review_id,hotel_id,hotel_name,area,source_platform,source_rating,source_rating_max,rating_5_scale,review_title,review_text,review_date_raw,stay_date_raw,traveler_type,room_type,reviewer_location,value_rating,rooms_rating,location_rating,cleanliness_rating,service_rating,source_url,collected_at
78,BOD007,Kefaluka Resort,Akyarlar,google_travel,5.0,5.0,5.0,,"Bu otelde ilk deneyimimi ve çok memnun kaldık . Ve otelden çok memnunuz . Otelin animasyon ekibine çok teşekkür ederiz. Ve bu otel tam bir çocuklu otel ve Kids Club çok iyi . Orada ki arkadaşlar çok iyi hepsi işini çok iyi yapıyor . . Otelin eğlence ekibi çok iyiler ve hepsi güleryüzlü onlardan sevgi. Ege , nazmi beye çok teşekkür ederiz . İyi tatilimizi oldu 😂💜",Google üzerinde 2 ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/CgsIqP3Kl9GCnvv4ARAB,
79,BOD007,Kefaluka Resort,Akyarlar,google_travel,3.0,5.0,3.0,,"Kefaluka Resort’ta genel olarak keyifli bir tatil geçirdik. Otelin konumu ve manzarası gerçekten muhteşem. Ancak otel çok fazla rüzgâr alıyor. Bu nedenle denizde vakit geçirmek ve sahilde güneşlenmek oldukça zor olabiliyor. Hatta havuz kenarında bile, özellikle çocuklar havuzdan çıktıktan sonra üşüyebiliyor.
Odalar ise oldukça eski ve yıpranmış durumda. Konforun artırılması için kapsamlı bir yenileme yapılmasının gerekli olduğunu düşünüyorum.
Yemekler genel olarak lezzetli ve çeşit açısından yeterliydi. Sadece ilk gün ızgara bölümünde köfte alabilmek için yaklaşık 20 dakika beklemek zorunda kaldım. A la carte restoranlardan İtalyan restoranı beklentimin altında ve oldukça sıradandı. Buna karşılık Çin restoranına hayran kaldık; hem lezzet hem de sunum açısından çok başarılıydı.
Çalışanlar ise güler yüzlü, ilgili ve misafir memnuniyeti için ellerinden gelenin en iyisini yapmaya çalışıyorlar. Personelin yaklaşımı, otelle ilgili en beğendiğimiz noktalardan biri oldu.",Google üzerinde bir ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/CgsIqP3Kl9GCnvv4ARAB,
80,BOD007,Kefaluka Resort,Akyarlar,google_travel,5.0,5.0,5.0,,"Kefaluka harika bir otel çok beğendik özellikle Kids clupteki etkinlikleri sabırsızlıkla bekliyorduk oğlumla çok eglencelı etkinlikler yapıldı. Oradaki ablalar Fatma, Büşra ve kader çok ilgili ve güler yüzlüydü. Animasyon ekibi harikaydı bütün etkinliklere davet ediyorlardı çok ilgilendiler bizlerle tesekkürler kefaluka.. Bi de oda sorumlusu esra sakine ilgilendiği için tesekkur ederız. Tesekkurler kefaluka..",Google üzerinde 4 hafta önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/CgsIqP3Kl9GCnvv4ARAB,
81,BOD007,Kefaluka Resort,Akyarlar,google_travel,5.0,5.0,5.0,,"Animasyon ekibi çok iyi, zaten sürekli geldiğimiz bir otel Nazmi beyi bu sene de gördüğümüze çok sevdik kendisinin güleryüzlülüğü ve hoş sohbeti için teşekkür ederiz, voleybolu hergün çok güzel yöentiyor ,akşam etkinlikleri eğlenceli disko güzel. Tavsiye ederiz",Google üzerinde 3 hafta önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/CgsIqP3Kl9GCnvv4ARAB,
82,BOD007,Kefaluka Resort,Akyarlar,google_travel,5.0,5.0,5.0,,"Otele yıllardır geliyorum animasyon ekibi harika İsmail beye burdan teşekkürlerimi iletiyorum.Akşam şovları, konserler, pink party her şey mükemmeldi. Havuzbaşında animasyon ekibi her aktiviteyle yanımızda tatilimizi güzelleştiriyor. Sevgi hanım balo beye ilgilerine teşekkür ederim. Spor alanı harika ve aktiviteler tüm gün dolu dolu. Ece hocamla Kangoo jumps, fly yoga, yoga gibi aktivitelere katıldık. Hocama ilgisi ve güler yüzü için teşekkür ediyorum.",Google üzerinde 2 ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/CgsIqP3Kl9GCnvv4ARAB,
83,BOD007,Kefaluka Resort,Akyarlar,google_travel,5.0,5.0,5.0,,"Guzelliklerini saymaya useniyorum :) oyle guzel hemen her sey. Starbucks daha uzun sure acik olsa, kahveleri nescafe olmasa, odalari restore edilse asiri harika olurdu. Ferahlatan bazen ucuran bir ruzgar var, ucmak istemeyen iskelenin ucundan yer tutmasin:) harika genis kocaman manzara, buyuleyici deniz, harika mutfak.",Google üzerinde 3 hafta önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/CgsIqP3Kl9GCnvv4ARAB,
84,BOD007,Kefaluka Resort,Akyarlar,google_travel,5.0,5.0,5.0,,Çocuklu tatil için kesinlikle öneririm. Zuzu park ablamız fatma hanım o kadar içten o kadar samimi o kadar iyi ki normalde yanımızdan ayrılmayan bizsiz hiç bir şey yapmayan çocuğumuz resmen bizi unuttu. Tatil keyfimizi arşa çıkardı resmen. Fatma hanımın ilgisi sevgisi sonsuz ve muhteşem enerjisi için bile tekrar tekrar tercih edilebilir. Geri kalan her şeyi unutun. Tek başına fatma hanım yeter oteli tercih etmeye. Çocuğu ebeveynleri olmadan hiç bişey yapmayan aileler bizi çok iyi anlamıştır.,Google üzerinde 2 ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/CgsIqP3Kl9GCnvv4ARAB,
85,BOD007,Kefaluka Resort,Akyarlar,trip,8.0,10.0,4.0,,Black Diamond,"Posted July 1, 2026",,Couple,,Show More,,,,,,https://www.trip.com/hotels/bodrum-hotel-detail-9894522/kefaluka-resort-ultra-all-inclusive/,
86,BOD007,Kefaluka Resort,Akyarlar,trip,8.0,10.0,4.0,,"The steep incline makes getting to the beach very difficult, and using a stroller is a huge hassle. The food is bland. The elevators within the hotel are also very insufficient.","Posted July 1, 2026",Stayed in June 2026,Couple,Family Room,Türkiye (Turkey),,,,,,https://www.trip.com/hotels/bodrum-hotel-detail-9894522/kefaluka-resort-ultra-all-inclusive/,
87,BOD007,Kefaluka Resort,Akyarlar,trip,8.5,10.0,4.25,,"＞ This hotel offers several great features, including a large outdoor pool and a pool with fun water slides and convenient beach access. The compact layout makes it easy to access all facilities. We also appreciated the friendly personnel and enjoyed the evening shows. ＞ However, there are a few drawbacks to note. The variety of food offered was somewhat limited, and our room felt rather average. Additionally, the elevator wait times were often long. Given the hotel's location on a hill, using the elevator is frequently necessary, which made this wait particularly noticeable. Overall: Despite these minor downsides, I would still recommend this hotel and would happily return for another stay.","Posted July 26, 2025",Stayed in July 2025,Family,Family Room,China,,,,,,https://www.trip.com/hotels/bodrum-hotel-detail-9894522/kefaluka-resort-ultra-all-inclusive/,
88,BOD007,Kefaluka Resort,Akyarlar,trip,7.0,10.0,3.5,,"I think they'll be better next season. There were some shortcomings; they weren't prepared enough. Overall, it wasn't bad.","Posted May 29, 2026",Stayed in May 2026,Family,Junior Suite,Türkiye (Turkey),,,,,,https://www.trip.com/hotels/bodrum-hotel-detail-9894522/kefaluka-resort-ultra-all-inclusive/,
89,BOD007,Kefaluka Resort,Akyarlar,trip,10.0,10.0,5.0,,"The hotel is perfect for a holiday with children. There are water slides, a children's playground, a children's club for children. The hotel grounds are beautiful and well-kept. The rooms are fully consistent with the description, no complaints. The sea view from the room on the 8th floor is stunning. Food and drinks are available around the clock, there are many snack bars on the territory. I would like to note the wonderful selection of fruits. The beach has stunning light sand. The water is magnificent, but refreshing and the beach is quite windy.","Posted June 13, 2025",Stayed in June 2025,Family,Standard Room,,,,,,,https://www.trip.com/hotels/bodrum-hotel-detail-9894522/kefaluka-resort-ultra-all-inclusive/,
90,BOD007,Kefaluka Resort,Akyarlar,trip,9.2,10.0,4.6,,"A good choice for friends to travel, all inclusive is cost-effective, recommended","Posted July 22, 2025",Stayed in May 2025,Traveling with friends,Standard Room,China,,,,,,https://www.trip.com/hotels/bodrum-hotel-detail-9894522/kefaluka-resort-ultra-all-inclusive/,
91,BOD007,Kefaluka Resort,Akyarlar,trip,10.0,10.0,5.0,,The elevator was a little busy but other than that everything was great. We definitely recommend it.,"Posted August 10, 2025",Stayed in August 2025,Family,Deluxe Double Room,Türkiye (Turkey),,,,,,https://www.trip.com/hotels/bodrum-hotel-detail-9894522/kefaluka-resort-ultra-all-inclusive/,
92,BOD007,Kefaluka Resort,Akyarlar,trip,10.0,10.0,5.0,,"There was only a problem with the cooling of the room. Everything else was perfect. The supermarket prices inside the hotel were ridiculous. Also, Tekel was selling cigarettes with a bandroll for almost twice the price. The hotel was perfect. 👍🏻","Posted June 18, 2025",Stayed in June 2025,Family,Deluxe Double Room,Türkiye (Turkey),,,,,,https://www.trip.com/hotels/bodrum-hotel-detail-9894522/kefaluka-resort-ultra-all-inclusive/,
93,BOD007,Kefaluka Resort,Akyarlar,trip,3.0,10.0,1.5,,"Hello, the service is unfortunately very poor A welcome that would scare away customers and meals that speak for themselves In short, AVOID","Posted August 19, 2024",Stayed in August 2024,Family,Junior Suite,France,,,,,,https://www.trip.com/hotels/bodrum-hotel-detail-9894522/kefaluka-resort-ultra-all-inclusive/,
94,BOD007,Kefaluka Resort,Akyarlar,trip,10.0,10.0,5.0,,"Great hotel, great service! Incredible views, staff responds to all requests. Food is beyond praise, thanks to the chef and staff!","Posted August 18, 2024",Stayed in June 2024,Couple,Standard Room,Russia,,,,,,https://www.trip.com/hotels/bodrum-hotel-detail-9894522/kefaluka-resort-ultra-all-inclusive/,
95,BOD007,Kefaluka Resort,Akyarlar,trip,10.0,10.0,5.0,,"The hotel is good, the staff is polite. The child liked it","Posted April 27, 2024",Stayed in April 2024,Family,Standard Room,Türkiye (Turkey),,,,,,https://www.trip.com/hotels/bodrum-hotel-detail-9894522/kefaluka-resort-ultra-all-inclusive/,
96,BOD008,LA BREZZA SUITE &HOTEL,Akyarlar,google_travel,5.0,5.0,5.0,,"10 günlük tatilimizin 9 gününü burada geçirdik. İlk gece kaldığımız yer başka bir oteldi ve çok kötüydü. Ertesi gün tesadüfen bulduğumuz bu otele yerleşmemizde en büyük etken işletme yöneticisi Oğuzhan Bey ile birlikte Samet Bey ve değerli ekibi oldu. Farklı bir oteldeki kötü bir deneyim sonrası acilen oda ararken kendileriyle yolumuz kesişti ve rahat edebilmemiz için ellerindeki tüm imkanları bize sundular. Oda kahvaltı olarak hizmet veren otelin kahvaltısı da, gösterişten uzak ama lezzetli ve geleneksel Türk kahvaltısı olarak sunuluyor. Talep etmenize gerek olmadan her gün oda temizliği yapılıyor. Otelin havuzu ise gün içerisinde genellikle boş oluyor ve plaja gitmeyeceğiniz günler için sessiz ve sakin bir alternatif oluyor. Tüm çalışanlar oldukça güler yüzlü ve mutlu görünüyorlar.Akyarlar’a tekrar gidersek adresimiz belli, her şey için tekrar çok teşekkürler.",Google üzerinde bir ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChoIuoenmK7E3fPtARoNL2cvMTFwNWxtMV9jcBAB,
97,BOD008,LA BREZZA SUITE &HOTEL,Akyarlar,google_travel,5.0,5.0,5.0,,Otele yer olup olmadığını sorup yer ayırtmadan geldik.ilk girdiğimiz andan itibaren çok sıcak karşılandık.yerimizi ayırtmadan odayı gördük sahile gidip baktık herşey çok güzel olunca odamızı tuttuk. Kaldığımız oda güzel bakımlı bir oda. Otel sadece kahvaltı konseptli.Açık büfe kahvaltıdaki her ürün çok lezzetli. Çok güzel bir kahvaltı yapabiliyorsunuz.benim gibi kahvaltıya önem verenler hiç tereddüt etmesin.havuzu yeterli güzel.denize yürüme mesafede.çocuklu aileler için çok güzel.Geldiğinizde kendinizi evinizde hissediyorsunuz o kadar rahat. Otel sahibi Oğuzhan bey ve Samet Bey tüm müşterilerle o kadar ilgililer ki özel olarak herkese ihtiyaçlarının olup olmadığını yardımcı olabilecekleri bir konunun olup olmadığını soruyorlar.Tüm çalışan arkadaşlar hepsi güler yüzlü yardımcı olmaya çalışıyor.son akşamımız yarın nasipse ayrılacağız. Seneye hiç tereddüt etmeden tercih edebileceğim bir otel olması çok guzel.,Google üzerinde 3 hafta önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChoIuoenmK7E3fPtARoNL2cvMTFwNWxtMV9jcBAB,
98,BOD008,LA BREZZA SUITE &HOTEL,Akyarlar,google_travel,5.0,5.0,5.0,,Kesinlikle çok güzel bir butik otel temizlik benım için çok önemli bir detaydı Kesınlıkle 10 üstünden 10 verdim o yüzden birdahaki sefere kesın gelecegım bir mekan güler yüzlü personeller müdürler aşırı ilgililer ve kahvaltısı için bile …,Tripadvisor üzerinde 2 ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChoIuoenmK7E3fPtARoNL2cvMTFwNWxtMV9jcBAB,
99,BOD008,LA BREZZA SUITE &HOTEL,Akyarlar,google_travel,5.0,5.0,5.0,,Biz bir arkadaşımızın düğün yerine yakın olması sebebiyle tercih ettik. Otel yakın zamanda yenilenmiş. Odaları ve genel olarak otel çok temizdi. Ayrıca havuzu ve ortak alanlar da temiz ve bakımlıydı. Çalışanlar çok ilgili ve güler yüzlüydüler. Hepsine çok teşekkür ediyorum. Otel fiyat/performans olarak bizi çok memnun etti. Akyarlar bölgesine bir daha gidersek mutlaka kalacağız. Sabah kahvaltıları da çok güzeldi. Tavsiye ediyorum.,Google üzerinde 2 ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChoIuoenmK7E3fPtARoNL2cvMTFwNWxtMV9jcBAB,
100,BOD008,LA BREZZA SUITE &HOTEL,Akyarlar,google_travel,5.0,5.0,5.0,,"Öncelikle Oğuzhan Bey , Samet Bey ve tüm çalışanlara 10 günlük tatilimiz boyunca ailemize gösterdikleri ilgi ve alaka için teşekkür ederim. Odalar olsun kahvaltı olsun otel herşeyiyle mükemmeldi tekrardan tercih edebileceğimiz bir oteldi herkese tavsiye ediyorum.",Google üzerinde 4 hafta önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChoIuoenmK7E3fPtARoNL2cvMTFwNWxtMV9jcBAB,
101,BOD008,LA BREZZA SUITE &HOTEL,Akyarlar,google_travel,5.0,5.0,5.0,,"Aradığım sessizlik ve Huzurdu🥰Otel konumu ve rahatlığıyla bunu fazlasıyla sağladı👍otel müdürü oğuzhan bey;neşeniz enerjiniz daim olsun🙏Ekibi de son derece saygılı,samimi elemanlardı🥰Eylül gibi nasipse tekrar konaklamayı düşünüyoruz ☺️
Tatil düşünen herkese şiddetle tavsiye ediyorum 🥰",Google üzerinde bir ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChoIuoenmK7E3fPtARoNL2cvMTFwNWxtMV9jcBAB,
102,BOD008,LA BREZZA SUITE &HOTEL,Akyarlar,google_travel,5.0,5.0,5.0,,"Oğuzhan bey çok ilgili ve alakalı biriydi. Hiçbir sorun yaşamadan tatilimizi yaptık. Kahvaltı, temizlik, personel ilgisi çok iyiydi. Odalar temiz ve kullanışlıydı. Çok memnun kaldık. Seneye tekrar tercih sebebim olacaktır.",Google üzerinde bir ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChoIuoenmK7E3fPtARoNL2cvMTFwNWxtMV9jcBAB,
103,BOD008,LA BREZZA SUITE &HOTEL,Akyarlar,google_travel,5.0,5.0,5.0,,3 gece kaldığım otelden çok memnun olarak ayrıldık. Odaları tertemiz kahvaltı hizmeti gayet yeterli kaliteli. Her şeyden önemlisi Oğuzhan bey ve Samet bey çok kibar ilgili teşekkür ediyoruz.,Google üzerinde bir ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChoIuoenmK7E3fPtARoNL2cvMTFwNWxtMV9jcBAB,
104,BOD008,LA BREZZA SUITE &HOTEL,Akyarlar,google_travel,5.0,5.0,5.0,,Oğuzhan Bey ve ekibinde ilgisinden dolayı çok teşekkür ederim çalışanından temizlik personeline mutfak şefine kadar tüm personel güler yüzlü ve ilgili belliki herkes işini çok severek hakkıyla yapıyor ve burdan işletme sahibinede çok teşekkür etmek isterim demekki personellerın ıhtıyacları tam anlamıyla karsılıgını buluyor genelde ısletmelerde çalışan arkadaslarımız cok mutsuz ve ılgısız olurlar bu ısletmede tam tersı temizlik tam anlamıyla evınızde gıbı hıssedıyorsunuz kahavltısıda acık büfe evımızde yediğimiz kahvaltılarımız gibi +arasıcaklar gayet güzeldi eksik bir sey varmı dıye sureklı sorulup memnıyetınız sağlanıyor tekrar gelırsem kalacagım butık otellerden bırı havuzu gayet yeterli otel konsepti fotograf çekimi için harika düşünülmüş pembe çıçeklerle kaplı heryer :),Google üzerinde bir ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChoIuoenmK7E3fPtARoNL2cvMTFwNWxtMV9jcBAB,
105,BOD008,LA BREZZA SUITE &HOTEL,Akyarlar,google_travel,5.0,5.0,5.0,,Eşimle beraber 3 gece bu otelde konakladık.Otele ayak bastığımızdan itibaren oğuzhan beyin ilgi ve alakası bizi çok memnun etti.Kahvaltısı gayet doyurucu ve lezzetliydi.Odalar da gayet güzel ve her gün ayrı bir titizlikle temizlendi.Konum olarak plaja yürüme 5dk ve bodrumun bence en güzel denizi akyarlar.,Google üzerinde bir ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChoIuoenmK7E3fPtARoNL2cvMTFwNWxtMV9jcBAB,
106,BOD008,LA BREZZA SUITE &HOTEL,Akyarlar,google_travel,5.0,5.0,5.0,,"Çok otelde konakladım ama böyle ilgi görmedim. İnanılmaz güzel bir deneyimdi, fiyat olarakta çok çok ekonomikti şiddetle tavsiye ederim. Oğuzhan Bey e ekstra teşekkür ederiz",Google üzerinde bir ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChoIuoenmK7E3fPtARoNL2cvMTFwNWxtMV9jcBAB,
107,BOD008,LA BREZZA SUITE &HOTEL,Akyarlar,google_travel,5.0,5.0,5.0,,"Kesinlikle tavsiye ediyorum. Odaları temiz, kahvaltısı çok güzel, ilgi alaka hepsinden güzel. Özellikle Oğuzhan Bey çok ilgili. Gönül rahatlığıyla kalabilceğiniz harika bir otel.",Google üzerinde bir ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChoIuoenmK7E3fPtARoNL2cvMTFwNWxtMV9jcBAB,
108,BOD008,LA BREZZA SUITE &HOTEL,Akyarlar,google_travel,5.0,5.0,5.0,,"Otelden çok memnun kaldık sessiz sakin,odalar yeni temiz ferah, parıltı beach 4 dk yürüme mesafesinde karaincir plajı mavi bayraklı bodrumun en güzel plajı.kahvaltısı lezzetli ve yeterli otel müdürü Oğuzhan Bey çok ilgili güler yüzlü çalışanlar herkonuda çok yardımcı oldular seneyede kesinlikle tercih ederim.",Google üzerinde bir ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChoIuoenmK7E3fPtARoNL2cvMTFwNWxtMV9jcBAB,
109,BOD008,LA BREZZA SUITE &HOTEL,Akyarlar,google_travel,5.0,5.0,5.0,,"Akyarlarda karaincir koyuna yakın çok nezih bir aile oteli.İkinciye geldik çok memnun kaldık.Açık büfe kahvaltısı,temiz odaları,güler yüzlü personeli ile çok güzel bir tatil geçirdik.
Oğuzhan bey ve Samet beye ilgilerinden dolayı teşekkür ederiz",Google üzerinde bir ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChoIuoenmK7E3fPtARoNL2cvMTFwNWxtMV9jcBAB,
